epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.04846620932221411,0.4776785714285714,0.0
0,265.7232115268707,0.013165865559636586,0.9143738140417457,0.0,0.015125374998336024,0.8906249999999999,0.0
1,530.5775988101959,0.007126724093425479,0.9582690939278938,0.0,0.01240951104773558,0.9051339285714286,0.0
2,795.7696352005005,0.004848979297428393,0.971848315939279,0.0,0.01671782612044938,0.9040178571428572,0.0
-1,795.7696352005005,0.004848979297428393,0.971848315939279,0.0,0.04576062919971134,0.48214285714285715,0.0
0,280.4812800884247,0.012962053761727186,0.9155004743833005,0.0,0.01570176997068172,0.8738839285714284,0.0
1,563.1570887565613,0.007477948019422854,0.9554376185958269,0.0,0.017097728180358124,0.8738839285714285,0.0
2,846.0542917251587,0.005366887164210659,0.9685572817836818,0.0,0.018685423383431047,0.8772321428571428,0.0
3,1128.8429510593414,0.004239848795282392,0.9750504032258082,0.0,0.017439983690564983,0.8738839285714285,0.0
4,1412.6073467731476,0.0033259154740401843,0.9797942362428842,0.0,0.021226963117182356,0.8794642857142858,0.0
5,1695.44291305542,0.002659401645543845,0.983633776091082,0.0,0.022538788948752747,0.8738839285714284,0.0
