epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.04327862669846843,0.515625,0.0
0,258.29586935043335,0.013117471802964499,0.9157969639468688,0.0,0.01604662680516153,0.890625,0.0
1,521.3238792419434,0.007067062085472247,0.958832424098672,0.0,0.013057098174093491,0.9017857142857144,0.0
2,784.3398756980896,0.004833571048069781,0.9716704222011388,0.0,0.016668476504491984,0.8995535714285713,0.0
-1,784.3398756980896,0.004833571048069781,0.9716704222011388,0.0,0.04832631928314055,0.4776785714285714,0.0
0,278.85715889930725,0.02335035922233854,0.8252194022770408,0.0,0.02765034370323909,0.7756696428571428,0.0
1,559.3201286792755,0.0165779630101747,0.8887571157495243,0.0,0.026352154635657953,0.794642857142857,0.0
2,839.7703561782837,0.013860610640606986,0.9101191888045546,0.0,0.025050578849914018,0.8102678571428572,0.0
3,1120.4242310523987,0.012198387107219735,0.9224086812144197,0.0,0.027498227548286583,0.7946428571428573,0.0
4,1398.7176296710968,0.01082985708972893,0.9319556451612911,0.0,0.02698434286347557,0.8136160714285714,0.0
5,1668.810290813446,0.0098011167905932,0.9391455170777974,0.0,0.031777788387054376,0.7857142857142857,0.0
