epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.010452343698810129,0.3915441176470589,0.0
0,191.21771264076233,0.003470308673283113,0.9040115037950668,0.0,0.0034044579164508515,0.7325367647058824,0.0
1,382.09633111953735,0.001935858056203801,0.9509309772296022,0.0,0.004198761451441576,0.7325367647058824,0.0
2,572.6450600624084,0.0013836023202908193,0.9656961574952563,0.0,0.0037494970156865966,0.734375,0.0
3,763.4291687011719,0.0010361839854763182,0.9743240037950662,0.0,0.0043622296002200425,0.7408088235294119,0.0
4,954.5208723545074,0.0008102469432837434,0.9790678368121447,0.0,0.004266886218615314,0.7362132352941176,0.0
5,1145.596261024475,0.000641164576688513,0.9826257115749526,0.0,0.00548342742053244,0.7316176470588235,0.0
-1,1145.596261024475,0.000641164576688513,0.9826257115749526,0.0,0.010552816312102711,0.4080882352941176,0.0
0,190.8760142326355,0.005520649543703598,0.8247153700189753,0.0,0.005686432643629172,0.6663602941176471,0.0
1,381.3513081073761,0.0037901618941404277,0.8907880692599618,0.0,0.005822705022771569,0.6700367647058824,0.0
2,571.6203079223633,0.0030421139135606862,0.915100213472486,0.0,0.005972707575625355,0.667279411764706,0.0
3,762.0749883651733,0.0024866102713087764,0.9334232685009496,0.0,0.007475270602085134,0.6654411764705883,0.0
4,952.8398582935333,0.0021288193479216564,0.9431333017077805,0.0,0.0061075300224782796,0.6819852941176471,0.0
5,1143.5434544086456,0.0018290813250563952,0.9516722011385198,0.0,0.006535657010424663,0.6801470588235294,0.0
