epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,3.1701260982675756,3.1701260982675756,0.0
0,79.46194767951965,0.9223593136916561,0.9223593136916561,0.0,0.5642333211416893,0.5642333211416893,0.0
1,159.81231927871704,0.432934217672381,0.432934217672381,0.0,0.5565725152796888,0.5565725152796888,0.0
2,239.78416562080383,0.27009471389982437,0.27009471389982437,0.0,0.5517453229490746,0.5517453229490746,0.0
3,319.87641406059265,0.17716350836886294,0.17716350836886294,0.0,0.5610546158190737,0.5610546158190737,0.0
4,399.5924243927002,0.13446816837725553,0.13446816837725553,0.0,0.5795920732966127,0.5795920732966127,0.0
5,480.1071665287018,0.10242464167790281,0.10242464167790281,0.0,0.5186034207172849,0.5186034207172849,0.0
6,559.7924795150757,0.08670260096744946,0.08670260096744946,0.0,0.5256391551266327,0.5256391551266327,0.0
-1,559.7924795150757,0.08670260096744946,0.08670260096744946,0.0,2.2542942527760848,2.2542942527760848,0.0
0,80.26972699165344,2.0935522942079436,2.0935522942079436,0.0,2.616646562484985,2.616646562484985,0.0
1,159.64028573036194,2.0312758622070164,2.0312758622070164,0.0,2.37787459917525,2.37787459917525,0.0
2,238.8684332370758,1.977939588700731,1.977939588700731,0.0,2.4368681891801502,2.4368681891801502,0.0
3,318.42648005485535,1.9244446570674587,1.9244446570674587,0.0,2.614827677924583,2.614827677924583,0.0
4,397.91603088378906,1.7746185683541829,1.7746185683541829,0.0,2.3397198877436054,2.3397198877436054,0.0
5,476.9386262893677,1.3559663474559784,1.3559663474559784,0.0,1.7761451005935671,1.7761451005935671,0.0
6,555.9452226161957,0.9029660843105782,0.9029660843105782,0.0,1.0926425850137746,1.0926425850137746,0.0
7,635.0338313579559,0.7125262073344658,0.7125262073344658,0.0,1.1151885891214333,1.1151885891214333,0.0
8,713.8886926174164,0.6018729782352843,0.6018729782352843,0.0,1.1213422997834832,1.1213422997834832,0.0
9,793.0298774242401,0.47792476323536687,0.47792476323536687,0.0,0.9190195700589646,0.9190195700589646,0.0
