epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.010218303814968641,0.39705882352941174,0.0
0,191.41666269302368,0.003488219862245373,0.8988822343453512,0.0,0.0033280984498560424,0.7334558823529412,0.0
1,382.3212904930115,0.0019165811353847749,0.9512126423149911,0.0,0.004201699520789963,0.7352941176470589,0.0
2,572.9537270069122,0.001359541111739386,0.965785104364328,0.0,0.0036407689605017796,0.7389705882352942,0.0
3,763.5429382324219,0.0010280127977995216,0.974368477229601,0.0,0.004184388261124053,0.7426470588235295,0.0
4,954.5991280078888,0.0007923177633220206,0.9794680977229607,0.0,0.004211055060081623,0.7389705882352942,0.0
5,1145.5342218875885,0.0006177368693835602,0.9835151802656555,0.0,0.005865322148619111,0.7362132352941176,0.0
-1,1145.5342218875885,0.0006177368693835602,0.9835151802656555,0.0,0.009802876314257873,0.42555147058823534,0.0
0,191.0978364944458,0.004449057003878149,0.8666982922201137,0.0,0.00419963027953225,0.7049632352941176,0.0
1,381.48494815826416,0.002807982268986647,0.9227199952561675,0.0,0.0038052576402311813,0.7224264705882353,0.0
2,571.5741317272186,0.002100277954041629,0.944912239089184,0.0,0.003901363596977556,0.7261029411764707,0.0
3,761.9679908752441,0.0016761791313697077,0.9567273481973427,0.0,0.005131288294625632,0.7077205882352942,0.0
4,952.4165613651276,0.0014019313658006887,0.9631611717267551,0.0,0.004411704728708547,0.7233455882352942,0.0
5,1143.1315140724182,0.0011821263956775382,0.968616579696395,0.0,0.004862534156178727,0.71875,0.0
