epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.04384738745700035,0.4955357142857143,0.0
0,269.47529196739197,0.013064590185738086,0.9167457305502853,0.0,0.014508036703773536,0.8995535714285716,0.0
1,541.3355247974396,0.007107324017465502,0.9589213709677402,0.0,0.013060788595924222,0.9084821428571427,0.0
-1,541.3355247974396,0.007107324017465502,0.9589213709677402,0.0,0.04333602264523506,0.4955357142857143,0.0
0,272.7035927772522,0.036860606368817564,0.6645072343453516,0.0,0.028472390607930716,0.771205357142857,0.0
1,545.0467960834503,0.021621690720096162,0.850598908918407,0.0,0.027099039467949684,0.8002232142857144,0.0
2,817.5529124736786,0.017255187078980574,0.8863555502846318,0.0,0.028042196346047737,0.7991071428571429,0.0
3,1090.5002653598785,0.015249844369916141,0.9020250237191652,0.0,0.026325897257525606,0.8113839285714284,0.0
4,1363.165248632431,0.013999368172665007,0.9122983870967737,0.0,0.027264635993300805,0.8046875,0.0
5,1636.1722857952118,0.013038940970371523,0.9181688804554072,0.0,0.028679549026752026,0.8035714285714286,0.0
