epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.044300842431506934,0.494419642857143,0.0
0,263.5032072067261,0.013146569003833038,0.9167012571157483,0.0,0.013878147606322144,0.8928571428571428,0.0
1,531.197092294693,0.006979664984737784,0.9593216318785579,0.0,0.016384752228207483,0.8950892857142858,0.0
2,800.6136124134064,0.004718718509421026,0.9722930502846281,0.0,0.01486788372429666,0.9006696428571428,0.0
-1,800.6136124134064,0.004718718509421026,0.9722930502846281,0.0,0.044023363717964725,0.4977678571428571,0.0
0,463.2988488674164,0.023241795693758064,0.8321424335863384,0.0,0.02585489267117477,0.7991071428571428,0.0
1,920.3673491477966,0.015780916700269532,0.8948203273244785,0.0,0.022699470378159153,0.8158482142857143,0.0
2,1375.800051689148,0.01274195443147968,0.9181244070208741,0.0,0.02339849626254623,0.8303571428571427,0.0
3,1836.4628283977509,0.010689433912094258,0.9333491461100578,0.0,0.026061829077661972,0.814732142857143,0.0
4,2298.4758660793304,0.009265799454211908,0.9432518975332066,0.0,0.024597968526774944,0.8314732142857143,0.0
5,2758.1166684627533,0.008055152981256558,0.9510643975332059,0.0,0.028632672206315744,0.8169642857142853,0.0
