epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.04395790524514659,0.4732142857142857,0.0
0,280.31836795806885,0.012974049471671625,0.9167457305502842,0.0,0.015397279438080398,0.8928571428571428,0.0
1,560.3746919631958,0.007040080146021517,0.9589658444022773,0.0,0.012911496733847474,0.9017857142857142,0.0
2,839.2340443134308,0.0047291246287032695,0.9720558586337772,0.0,0.018065592982436224,0.8995535714285716,0.0
-1,839.2340443134308,0.0047291246287032695,0.9720558586337772,0.0,0.04283866692068323,0.49665178571428564,0.0
0,283.2817757129669,0.021416575416440597,0.8445949952561682,0.0,0.026376801994047135,0.799107142857143,0.0
1,563.271443605423,0.01499434911772803,0.8990008301707797,0.0,0.023077084955210537,0.8303571428571428,0.0
2,844.2553973197937,0.011989279414242283,0.9227348197343437,0.0,0.023235908422585844,0.8325892857142855,0.0
3,1122.4818205833435,0.009980768153739217,0.9380781546489577,0.0,0.02703346420353877,0.8058035714285715,0.0
4,1405.3031702041626,0.00850283666096425,0.9476399430740036,0.0,0.024490795647060228,0.8292410714285711,0.0
5,1687.2723412513733,0.007370313906791728,0.9543109582542685,0.0,0.024772893624945676,0.8370535714285713,0.0
6,1970.7574603557587,0.00641857962307638,0.9599887333965829,0.0,0.0309105537941962,0.8448660714285715,0.0
7,2249.2109932899475,0.005607252986726478,0.964821513282733,0.0,0.03143169334777796,0.8381696428571428,0.0
