epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.010218303814968641,0.39705882352941174,0.0
0,191.30003333091736,0.003488219862245373,0.8988822343453512,0.0,0.0033280984498560424,0.7334558823529412,0.0
1,382.25254487991333,0.0019165811353847749,0.9512126423149911,0.0,0.004201699520789963,0.7352941176470589,0.0
2,572.6109638214111,0.001359541111739386,0.965785104364328,0.0,0.0036407689605017796,0.7389705882352942,0.0
3,763.2282304763794,0.0010280127977995216,0.974368477229601,0.0,0.004184388261124053,0.7426470588235295,0.0
4,954.3798775672913,0.0007923177633220206,0.9794680977229607,0.0,0.004211055060081623,0.7389705882352942,0.0
5,1145.5576894283295,0.0006177368693835602,0.9835151802656555,0.0,0.005865322148619111,0.7362132352941176,0.0
-1,1145.5576894283295,0.0006177368693835602,0.9835151802656555,0.0,0.010192610432996468,0.4338235294117647,0.0
0,191.0834662914276,0.004808203139840734,0.8534748576850087,0.0,0.0048030750168597,0.6893382352941176,0.0
1,381.84040689468384,0.0028981642216175402,0.9211486005692601,0.0,0.004739947685533587,0.7049632352941178,0.0
2,572.670740365982,0.002062710821003419,0.9466318785578743,0.0,0.005640234866672579,0.7003676470588235,0.0
3,763.8140532970428,0.0016085930791075141,0.9587138282732455,0.0,0.006089281331857339,0.6902573529411765,0.0
4,955.0401532649994,0.001335645022209927,0.9659926470588239,0.0,0.005681443986866404,0.7040441176470589,0.0
5,1146.2521288394928,0.0010888116937928143,0.9711812144212524,0.0,0.004847284981652218,0.7169117647058825,0.0
