epoch,timestamp,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
-1,,,,,0.047109158643122234,0.4765625,0.0
0,264.66812562942505,0.013071303832275456,0.9158710863377624,0.0,0.014636975435548396,0.8962053571428574,0.0
1,528.8942122459412,0.007079149908534459,0.9588027751423147,0.0,0.01294898307553792,0.9029017857142858,0.0
-1,528.8942122459412,0.007079149908534459,0.9588027751423147,0.0,0.043137013246970515,0.49665178571428564,0.0
0,281.27473068237305,0.021717859666450595,0.8408592267552176,0.0,0.0249713696726498,0.8091517857142858,0.0
1,562.5729994773865,0.014554686343888642,0.9054939516129029,0.0,0.024435197134152983,0.8091517857142857,0.0
2,844.4191560745239,0.01154391439025894,0.9273452324478165,0.0,0.028044920103898877,0.8046874999999999,0.0
3,1126.1686503887177,0.009357375422919966,0.9420511148007578,0.0,0.031295453063129176,0.8035714285714288,0.0
4,1408.3795924186707,0.007625108624013138,0.953139824478178,0.0,0.03499924949677993,0.7845982142857144,0.0
5,1683.515733242035,0.006401687458525021,0.9608782020872861,0.0,0.03523373234617923,0.8035714285714286,0.0
